,Lat,Long_,Deaths,Case_Fatality_Ratio,Temperature,confirmed cases
73,16.5388,-23.0418,131.0,0.6518265382,1.8881381284258252,20097.0
74,11.55,104.9167,267.0,2.204763038,2.0801824754065206,12110.0
75,3.848,11.5021,155.0,1.584766882,1.9009410848912047,9781.0
76,53.9333,-116.5765,25.0,0.8596978285,-0.6910756467815784,2908.0
77,53.7267,-127.6476,51.0,1.226342636,-0.9785602146860135,4159.0
78,53.7609,-98.8139,26.0,1.518497528,-2.267003197156499,1712.0
79,46.5653,-66.4619,46.0,0.7480180467,-1.1508181744020316,6150.0
80,53.1355,-57.6604,35.0,0.5341840709,-1.8770949775290262,6552.0
81,64.8255,-124.8457,22.0,0.1911215359,-1.974863008719198,11511.0
82,44.682,-63.7443,39.0,0.5011785876,-0.9890353608849606,7782.0
83,70.2998,-83.1076,7.0,0.1982441235,-5.386268954176283,3531.0
84,51.2538,-85.3232,22.0,0.9999543077,-2.993280000283493,2200.0
85,46.5107,-63.4168,82.0,0.1472727599,-1.3824352959120827,55679.0
86,52.9399,-73.5491,35.0,1.375009322,-1.669919863816518,2545.0
87,52.9399,-106.4509,58.0,1.179923414,-0.9645933530874176,4916.0
88,64.2823,-135.0,32.0,0.6414111044,-2.1273345811705386,4989.0
89,6.6111,20.9394,113.0,0.7361083968,2.1360499218009052,15351.0
90,15.4542,18.7322,194.0,2.535616259,1.67048786851437,7651.0
91,-23.6509,-70.3975,1.0,1.073822507,1.7845505715695713,93.0
92,-38.9489,-72.3311,1.0,0.9951012547,1.4900825728658378,100.0
93,-18.594,-69.4785,1.0,1.125041409,0.8615738009290156,89.0
94,-27.5661,-70.0503,1.0,0.623741379,2.193081273328505,160.0
95,-45.9864,-73.7669,1.0,0.6020658563,0.058479259009742886,166.0
96,-37.4464,-72.1416,1.0,0.9531252518,1.989397875015646,105.0
97,-29.959,-71.3389,1.0,0.9348584742,1.312005087483738,107.0
98,-41.9198,-72.1416,1.0,1.058633972,0.6334483948186136,94.0
99,-40.231,-72.3311,1.0,0.9578517448,1.2689405975547339,104.0
100,-52.368,-70.9863,1.0,1.153759483,0.5531389406266863,87.0
101,-35.5183,-71.6885,0.0,0.9694734104,3.0532071667753784,0.0
102,-33.4376,-70.6505,1.0,1.595105824,2.7051995319436943,63.0
103,-36.7226,-71.7622,1.0,0.8403141874,2.0766907600068714,119.0
104,-34.5755,-71.0022,1.0,1.296169964,2.7086912473433427,77.0
105,-19.9232,-69.5132,1.0,1.039217446,2.7086912473433427,96.0
106,-33.0472,-71.6127,0.0,1.331342332,2.780853365602756,0.0
107,31.8257,117.2264,7.0,0.3529411765,-1.0763282458761858,1983.0
108,40.1824,116.4142,20.0,0.0693000693,-1.8759310723958098,28860.0
109,30.0572,107.874,9.0,0.068755525,0.19465615959605445,13090.0
110,26.0789,117.9874,2.0,0.0130701869,-0.6654697338508189,15302.0
111,35.7518,104.2861,2.0,0.1279590531,-2.094745237440481,1563.0
112,23.3417,113.4244,9.0,0.0125511853,0.44140404783791787,71706.0
113,23.8298,108.7881,2.0,0.0814000814,0.3645863090456396,2457.0
114,26.8154,106.8748,2.0,0.1114827202,-0.77953243690602,1794.0
115,19.1959,109.7453,6.0,0.05749329245,0.36342240391242325,10436.0
116,37.8957,114.9042,7.0,0.2378525314,-1.9248150879908956,2943.0
117,47.862,127.7615,15.0,0.2366648462,-2.549832144528069,6338.0
118,33.882,113.614,23.0,0.2530531412,-0.8633336064975963,9089.0
119,22.3,114.2,25.0,0.4471408855,0.7661335800052761,5591.0
120,30.9756,112.2707,583.0,6.552330056,-0.44781947393936383,8898.0
121,27.6104,111.7088,4.0,0.1340931948,-0.3256094349516484,2983.0
122,44.0935,113.9448,1.0,0.01191327138,-3.132948616269454,8394.0
123,32.9711,119.455,0.0,0.0,-1.174096277066358,
124,27.614,115.7221,1.0,0.05073566717,-0.4245413712750371,1971.0
125,43.6661,126.1923,5.0,0.01235025318,-2.1657434505666777,40485.0
126,41.2956,122.6085,2.0,0.064808814,-1.9993050165167414,3086.0
127,22.1667,113.55,61.0,0.8285532186,0.9174412473233998,7362.0
128,37.2692,106.1655,0.0,0.0,-2.1925132686306537,
129,35.7452,95.9956,0.0,0.0,-2.740712586375549,
130,35.1917,108.8701,5.0,0.05367686527,-2.129662391436971,9315.0
131,36.3427,118.1498,9.0,0.1667708985,-1.7316068358769838,5397.0
132,31.202,121.4491,69.0,0.9094660899,-0.7201732751119868,7587.0
133,37.5777,112.2922,1.0,0.0,-2.0982369528401303,inf
134,30.6171,102.7103,11.0,0.04158695833,-1.7409180769427146,26451.0
135,39.3054,117.323,3.0,0.1029866117,-1.6431500457525423,2913.0
136,31.6927,88.0924,0.0,0.0,-1.842177823532536,
137,41.1129,85.2401,3.0,0.1139817629,-2.219283086694629,2632.0
138,24.974,101.487,2.0,0.03596475454,-0.6712892595169005,5561.0
139,29.1832,120.0934,1.0,0.01603849238,-0.8959229502276537,6235.0
140,-1.4429,-71.5724,82.0,3.382259094,2.2605877710550533,2424.0
141,7.1986,-75.3412,155.0,1.957077434,2.1581641193320156,7920.0
142,7.0762,-70.7105,167.0,3.313588646,2.896079973791173,5040.0
143,10.6966,-74.8741,181.0,2.449043137,2.733133255140886,7391.0
144,8.6704,-74.03,117.0,1.610896052,3.32905268334765,7263.0
145,5.4545,-73.362,116.0,2.222564973,1.1711725663645616,5219.0
146,5.2983,-75.2479,102.0,2.147090337,0.6823324104136997,4751.0
147,4.711,-74.0721,115.0,1.604553561,1.1187968353698259,7167.0
148,0.8699,-73.8419,129.0,4.063707694,2.862326724927899,3174.0
149,5.7589,-71.5724,115.0,2.385607224,3.3593142168112755,4821.0
150,2.705,-76.826,107.0,2.420727397,1.389986731409233,4420.0
151,9.3373,-73.6536,163.0,2.462521864,3.878415906225762,6619.0
152,5.2528,-76.826,135.0,2.274896596,2.5701865364905987,5934.0
153,8.0493,-75.574,175.0,3.234137849,2.9135385507894176,5411.0
154,5.026,-74.03,107.0,2.243005999,0.8650655163286647,4770.0
155,2.5854,-68.5247,37.0,1.324740422,2.5666948210909495,2793.0
156,1.0654,-73.2603,105.0,1.851525304,2.7051995319436943,5671.0
157,2.5359,-75.5277,130.0,3.474592708,2.7750338399366736,3741.0
158,11.3548,-72.5205,184.0,2.66214074,2.9775533331163166,6912.0
159,10.4113,-74.4057,197.0,3.105083363,3.633995828250331,6344.0
160,3.272,-73.0877,83.0,2.417668219,3.083468700239003,3433.0
161,1.2892,-77.3579,93.0,3.140687228,1.515688485796597,2961.0
162,7.9463,-72.8988,150.0,4.147790033,2.4631072642346954,3616.0
163,0.436,-75.5277,106.0,3.610488262,2.7063634370769103,2936.0
164,4.461,-75.6674,128.0,2.85267361,1.9754310134170503,4487.0
165,5.3158,-75.9928,134.0,2.280204508,1.9521529107527233,5877.0
166,12.5567,-81.7185,156.0,1.507974867,2.6458403701496604,10345.0
167,6.6437,-73.6536,165.0,2.828662423,2.6714462830804195,5833.0
168,8.814,-74.7233,188.0,2.60117761,3.326724873081218,7227.0
169,4.0925,-75.1545,140.0,3.21102723,2.6260539828849834,4360.0
170,3.8009,-76.6413,103.0,2.710926207,1.1339276021016387,3799.0
171,0.8554,-70.812,22.0,1.12244898,2.8192622349988947,1960.0
172,4.4234,-69.2878,64.0,1.844912078,3.23361246242391,3469.0
173,-11.6455,43.3333,161.0,1.792274296,1.6518653863829087,8983.0
174,-0.228,15.8277,131.0,1.521182266,2.006856452013892,8612.0
175,-4.0383,21.7587,105.0,1.536149958,1.8636961206282818,6835.0
176,9.7489,-83.7534,105.0,0.7785972737,1.8171399152996284,13486.0
177,7.54,-5.5471,128.0,0.9460027971,2.747100116739482,13531.0
178,45.1,15.2,282.0,1.395194383,0.0771017411412043,20212.0
179,21.521757,-77.781167,60.0,0.7670401154,2.4712546001672098,7822.0
180,35.1264,33.4299,38.0,0.199331021,-0.031141436247915034,19064.0
181,49.8175,15.473,184.0,0.9203779644,-0.24180826536007213,19992.0
182,61.8926,-6.9118,28.0,0.08078942813,-0.7178454648455541,34658.0
183,71.7069,-42.6043,21.0,0.1754239412,-5.131373730001905,11971.0
184,56.2639,9.5018,4.0,0.2318083914,-0.24413607562650477,1726.0
185,11.8251,42.5903,189.0,1.20458891,1.576211552723847,15690.0
186,15.415,-61.371,74.0,0.4695431472,2.3001605455844083,15760.0
187,18.7357,-70.1627,55.0,0.6653887075,1.963791962084887,8266.0
188,-1.8312,-78.1834,68.0,3.454231434,1.514524580663381,1969.0
189,26.820553,30.802498,319.0,4.809898283,0.7707892005381414,6632.0
190,13.7942,-88.8965,182.0,2.096290606,2.5271220465615944,8682.0
191,1.6508,10.2679,183.0,1.064820202,1.3573973876791752,17186.0
192,15.1794,39.7823,103.0,1.010894101,2.1232469653355257,10189.0
193,58.5953,25.0136,41.0,0.468935474,-0.6712892595169005,8743.0
194,-26.5225,31.4659,20.0,1.92073912,1.5529334500595198,1041.0
195,9.145,40.4897,229.0,1.519103143,1.8148121050331958,15075.0
196,-17.7134,178.065,241.0,1.281454545,1.6565210069157739,18807.0
197,61.92411,25.748151,46.0,0.5515903505,-1.0099856532828548,8340.0
198,4.0,-53.0,21.0,0.4199062107,2.269899012120784,5001.0
199,-17.6797,-149.4068,1.0,0.83251023,1.9614641518184546,120.0
200,16.265,-61.551,53.0,0.4995299718,2.663298947147906,10610.0
201,14.6415,-61.0242,55.0,0.4790254341,2.598120259687791,11482.0
202,-12.8275,45.166244,188.0,0.4476936632,2.4258622999717727,41993.0
203,-20.904305,165.618042,176.0,0.39444263,2.281538063452947,44620.0
204,-21.1151,55.5364,104.0,0.1861673163,0.6928075566126467,55864.0
205,17.9,-62.8333,6.0,0.1110699741,2.2245067119253465,5402.0
206,46.8852,-56.3159,2.0,0.0597193192,-1.0961146331408638,3349.0
207,18.0708,-63.0501,63.0,0.5172413793,2.2349818581242933,12180.0
208,-14.2938,-178.1165,7.0,0.204260286,2.294341019918327,3427.0
209,46.2276,2.2137,162.0,0.4144839795,-0.011355048983237309,39085.0
210,-0.8037,11.6094,76.0,0.6247447938,1.6565210069157739,12165.0
211,13.4432,-15.3101,210.0,2.955665025,3.1346805261005226,7105.0
212,42.3154,43.3569,140.0,0.9339771709,-0.507178635733397,14990.0
213,48.6616,9.3501,80.0,0.3744630691,0.1469360491341846,21364.0
214,48.7904,11.4979,82.0,0.4172347054,-0.18244910356603897,19653.0
215,52.52,13.405,62.0,0.3774775517,0.23772064952505884,16425.0
216,52.4125,12.5316,102.0,0.5775914573,0.29358809591944307,17660.0
217,53.0793,8.8017,45.0,0.3120521783,-0.017174574649318975,14421.0
218,53.5511,9.9937,69.0,0.4265362449,0.1294774721359395,16177.0
219,50.6521,9.1624,81.0,0.4173689843,0.17719758259780935,19407.0
220,53.6127,12.4296,59.0,0.3820203554,-0.011355048983237309,15444.0
221,52.6367,9.8451,55.0,0.3294732912,0.262162657322602,16693.0
222,51.4332,7.6616,75.0,0.3842567367,0.20745911606143408,19518.0
223,50.1183,7.309,80.0,0.387604531,0.0328733460789835,20640.0
224,49.3964,7.023,100.0,0.4208017073,0.2353928392586262,23764.0
225,51.1045,13.2017,179.0,0.8574446032,0.43092890163897085,20876.0
226,51.9503,11.6923,131.0,0.6497376891,0.2505236059904385,20162.0
227,54.2194,9.6961,32.0,0.2878785789,-0.12076213150557306,11116.0
228,51.011,10.8453,201.0,0.9279015361,0.4192898503068075,21662.0
229,7.9465,-1.0232,162.0,0.8540613217,2.946127894519475,18968.0
230,39.0742,21.8243,140.0,0.6268195276,-0.19292424976498598,22335.0
231,12.1165,-61.679,123.0,1.210579858,2.409567628106744,10160.0
232,15.7835,-90.2308,155.0,1.658438721,2.068543424074357,9346.0
233,9.9456,-9.6966,167.0,1.219576027,2.7063634370769103,13693.0
234,11.8037,-15.1804,176.0,1.967139823,2.077854665140088,8947.0
235,4.860416,-58.93018,81.0,1.783811461,2.816934424732462,4541.0
236,18.9712,-72.2852,168.0,2.536573856,2.640020844483579,6623.0
237,41.9029,12.4534,0.0,0.0,0.8126897853339294,
238,15.2,-86.2419,166.0,2.370516778,2.0254789341453527,7003.0
239,47.1625,19.5033,353.0,2.218622245,0.3308330601823659,15911.0
240,64.9631,-19.0208,17.0,0.1099386456,-2.1191872452380243,15463.0
241,11.225999,92.968178,129.0,1.200334977,2.3071439763837067,10747.0
242,15.9129,79.74,83.0,0.6298654466,1.4924103831322704,13177.0
243,27.768456,96.384277,11.0,0.4425109507,0.7428554773409493,2486.0
244,26.357149,92.830441,106.0,1.076933387,1.0687489146415234,9843.0
245,25.679658,85.60484,168.0,1.444910865,0.6509069718168586,11627.0
246,30.733839,76.768278,157.0,1.18869083,0.4099786092410768,13208.0
247,21.264705,82.035366,131.0,1.201094621,1.3317914747484159,10907.0
248,20.194742,73.080901,4.0,0.03450953326,1.7100606430437255,11591.0
249,28.646519,77.10898,166.0,1.321260431,0.5740892330245804,12564.0
250,15.359682,74.057396,173.0,1.548906541,1.9346943337544784,11169.0
251,22.694884,71.590923,75.0,0.8643624828,1.6832908249797498,8677.0
252,29.20004,76.332824,135.0,1.013980322,0.5333525533620086,13314.0
253,31.927213,77.233081,170.0,1.347461476,-0.5025230152005317,12616.0
254,33.75943,76.612638,111.0,0.9980664418,-4.650680909983558,11122.0
255,23.654536,85.557631,147.0,1.204549768,0.7032827028115938,12204.0
256,14.70518,76.166436,122.0,0.9898471174,1.6751434890472354,12325.0
257,10.450898,76.405749,163.0,1.047949768,1.484263047199756,15554.0
258,34.1526,77.5771,92.0,0.7853670146,-2.7488599223080623,11714.0
259,13.6999972,72.1833326,52.0,0.4555409549,2.416551058906042,11415.0
260,23.541513,78.289633,122.0,1.021499261,0.9930950809824618,11943.0
261,19.449759,76.108221,176.0,1.824038541,1.8613683103618495,9649.0
262,24.738975,93.882541,177.0,1.535833738,0.19349225446283794,11525.0
263,25.536934,91.278882,188.0,1.6779633,0.07244612060833895,11204.0
264,23.309381,92.83822,8.0,0.3038114528,-0.10563136477376069,2633.0
265,26.06702,94.470302,214.0,2.173067304,0.9407193499877267,9848.0
266,20.505428,84.418059,93.0,0.6887036883,1.028012234978952,13504.0
267,11.882658,78.86498,161.0,1.12515738,1.4540015137361315,14309.0
268,30.841465,75.40879,265.0,2.455767789,0.30173543185195745,10791.0
269,26.583423,73.847973,93.0,0.7337805089,0.8720489471279625,12674.0
270,27.571671,88.472712,146.0,1.125927932,-0.5013591100673153,12967.0
271,11.006091,78.400624,154.0,1.05854035,1.586686698922794,14548.0
272,18.1124,79.0193,36.0,0.4885997357,1.6902742557790476,7368.0
273,23.746783,91.743565,112.0,0.8700964511,0.6218093434864502,12872.0
274,26.925425,80.560982,145.0,1.110504424,0.4448957632375668,13057.0
275,30.156447,79.197608,200.0,1.724920563,-0.11843432123914033,11595.0
276,23.814082,87.979803,116.0,1.016311872,0.9372276345880776,11414.0
277,-0.7893,113.9213,354.0,2.390127367,1.7158801687098073,14811.0
278,32.427908,53.688046,262.0,1.913578198,-0.4175579404757391,13692.0
279,33.223191,43.679291,176.0,1.029184217,0.7114300387441082,17101.0
280,53.1424,-7.6921,147.0,0.492311289,-0.0008799027842902905,29859.0
281,31.046051,34.851612,51.0,0.2531252124,0.5717614227581476,20148.0
282,42.35122196,13.39843823,155.0,0.6026381951,0.23306502899219358,25720.0
283,40.63947052,15.80514834,133.0,0.5146714452,0.16555853126564601,25842.0
284,38.90597598,16.59440194,139.0,0.5209535482,0.393683937376048,26682.0
285,40.83956555,14.25084984,121.0,0.4796777204,0.714921754143757,25225.0
286,44.49436681,11.3417208,193.0,0.8994364153,1.0105536579807068,21458.0
287,45.6494354,13.76813649,240.0,1.034361913,0.662546023149022,23203.0
288,41.89277044,12.48366722,125.0,0.5397058545,0.8220010263996601,23161.0
289,44.41149315,8.9326992,211.0,0.8836215152,0.8057063545346316,23879.0
290,45.46679409,9.190347404,240.0,1.100764757,0.043348492277930514,21803.0
291,43.61675973,13.5188753,153.0,0.6093239947,0.41463422977394204,25110.0
292,41.55774754,14.65916051,180.0,0.7074122759,-0.05558344404545811,25445.0
293,46.49933453,11.35662422,124.0,0.5517446033,-0.1510236649691978,22474.0
294,46.06893511,11.12123097,165.0,0.6785806355,0.28427685485371235,24315.0
295,45.0732745,7.680687483,204.0,0.8104405297,-0.017174574649318975,25171.0
296,41.12559576,16.86736689,144.0,0.5909159919,0.6020229562217725,24369.0
297,39.21531192,9.110616306,109.0,0.5746688536,1.0303400452453846,18967.0
298,38.11569725,13.3623567,127.0,0.7004857572,1.190958953629239,18130.0
299,43.76923077,11.25588885,148.0,0.7246918049,0.9826199347835147,20422.0
300,43.10675841,12.38824698,141.0,0.546746984,0.6334483948186136,25789.0
301,45.73750286,7.320149366,230.0,1.12754898,-0.3593626838149222,20398.0
302,45.43490485,12.33845213,150.0,0.6178003172,0.22491769305967918,24280.0
303,18.1096,-77.2975,179.0,2.267149243,2.7145107730094247,7895.0
304,35.035551,137.211621,9.0,0.1886181586,-0.23249702429434144,4772.0
305,39.748679,140.408228,14.0,0.2681039555,-1.1496542692688152,5222.0
306,40.781541,140.828896,22.0,0.2128932228,-0.6130940028560837,10334.0
307,35.510141,140.198917,7.0,0.2324072408,0.037528966611848846,3012.0
308,33.624835,132.856842,5.0,0.1733283295,-0.6037827617903531,2885.0
309,35.846614,136.224654,151.0,0.08693549501,-0.6922395519147947,173692.0
310,33.526032,130.666949,6.0,0.1704260147,-0.6096022874564347,3521.0
311,37.378867,140.223295,9.0,0.1301062391,-0.9587738274213359,6917.0
312,35.778671,137.055925,10.0,0.1907918953,-0.6410277260532758,5241.0
313,36.504479,138.985605,9.0,0.2139972587,-0.8214330217018081,4206.0
314,34.605309,132.788719,7.0,0.1531549929,-0.7225010853784194,4571.0
315,43.385711,142.552318,11.0,0.3285971393,-1.694361871614061,3348.0
316,35.039913,134.828057,5.0,0.25196264,-0.9157093374923314,1984.0
317,36.303588,140.319591,10.0,0.1814142639,-0.5898159001917569,5512.0
318,36.769464,136.771027,14.0,0.1647894403,-0.2557751269586682,8496.0
319,39.593287,141.361777,10.0,0.2122137554,-1.31027317765267,4712.0
320,34.217292,133.969047,8.0,0.211371301,-0.14520413930311615,3785.0
321,31.009484,130.430665,7.0,0.1647018495,0.31570229345055345,4250.0
322,35.415312,139.338983,9.0,0.1790616928,-0.3023313322873216,5026.0
323,33.422519,133.367307,4.0,0.301481097,-0.6235691490550308,1327.0
324,32.608154,130.745231,5.0,0.1972990885,-0.3244455298184321,2534.0
325,35.253815,135.443341,8.0,0.2171257749,-0.6968951724476601,3685.0
326,34.508018,136.376013,5.0,0.1900869271,-0.7539265239752605,2630.0
327,38.446859,140.927086,15.0,0.1577534219,-0.7329762315773665,9509.0
328,32.193204,131.299374,0.0,0.1958304891,-0.8819560886290576,0.0
329,36.132134,138.045528,7.0,0.171936217,-0.9541182068884706,4071.0
330,33.235712,129.608033,7.0,0.1515358314,-0.2813810398894276,4619.0
331,34.317451,135.871644,5.0,0.2205444918,-0.7271567059112848,2267.0
332,37.521819,138.918647,12.0,0.07094899887,-0.8505306500322165,16914.0
333,33.200697,131.43324,1.0,0.1966163156,-0.9704128787534991,509.0
334,34.89246,133.826252,5.0,0.1460136812,-0.9692489736202828,3424.0
335,25.768923,126.668016,7.0,0.1531362748,0.8650655163286647,4571.0
336,34.620965,135.507481,8.0,0.280949915,-0.06955030564405418,2847.0
337,33.286977,130.115738,5.0,0.1563295606,-0.6712892595169005,3198.0
338,35.997101,139.347635,9.0,0.1819102982,-0.6666336389840352,4947.0
339,35.215827,136.138064,9.0,0.1507594894,-0.052091728645809174,5970.0
340,35.07076,132.554064,193.0,0.1379546965,-0.6992229827140927,139901.0
341,34.916975,138.407784,7.0,0.1339325995,0.08059345654085334,5227.0
342,36.689912,139.819213,10.0,0.2173925084,-0.700386887847309,4600.0
343,33.919178,134.242091,1.0,0.2142280009,-1.3358790905834292,467.0
344,35.711343,139.446921,9.0,0.1701324848,-0.5514070307956178,5290.0
345,35.359069,133.863619,161.0,0.14069614,-0.8842838988954903,114431.0
346,36.637464,137.269346,13.0,0.124405805,-0.15218757010241413,10450.0
347,33.911879,135.505446,3.0,0.1957144079,-0.8063022549699956,1533.0
348,38.448396,140.102154,13.0,0.154287517,-0.9773963095527972,8426.0
349,34.20119,131.573293,7.0,0.2154438381,-0.6759448800497659,3249.0
350,35.612364,138.611489,9.0,0.1638130147,-0.44781947393936383,5494.0
351,31.24,36.51,165.0,0.8083585719,0.32966915504914956,20412.0
352,48.0196,66.9237,151.0,1.280516238,-2.46370316467006,11792.0
353,-0.0236,37.9062,319.0,1.660657197,1.7438138919069992,19209.0
354,-3.3704,-168.734,13.0,0.3790087464,2.23614576325751,3430.0
355,40.3399,127.5101,6.0,600.0,-2.284461774154744,1.0
356,35.907757,127.766922,6.0,0.1104134444,-1.5709879274931293,5434.0
357,42.602636,20.902977,249.0,1.17595211,-0.1684822419674429,21174.0
358,29.31166,47.481766,57.0,0.3877799522,0.8185093110000111,14699.0
359,41.20438,74.766098,172.0,1.447956353,-2.2169552764281963,11879.0
360,19.85627,102.495496,23.0,0.3479697937,0.06662659494225728,6610.0
361,56.8796,24.6032,76.0,0.6327561379,-0.4687697663372579,12011.0
362,33.8547,35.8623,170.0,0.8786975524,-0.40591888914357566,19347.0
363,-29.61,28.2336,10.0,2.078183386,1.2992021310183584,481.0
364,6.428055,-9.429499,128.0,3.65535248,2.312963502049788,3502.0
365,26.3351,17.228331,245.0,1.269242221,1.2165648665599984,19303.0
366,47.14,9.55,88.0,0.4132231405,-0.9110537169594661,21296.0
367,55.1694,23.8813,94.0,0.7358693469,0.014250863947522082,12774.0
368,49.8153,6.1296,83.0,0.3796902443,-0.06256687484475619,21860.0
369,-18.766947,46.869107,136.0,2.09298893,1.2654488821550847,6498.0
370,-13.2543,34.3015,132.0,3.043527545,1.7787310459034895,4337.0
371,1.4854,103.7618,250.0,1.1805868,2.023151123878921,21176.0
372,6.1184,100.3685,175.0,0.8589477654,2.193081273328505,20374.0
373,6.1254,102.2381,111.0,0.5478882831,2.1418694474669864,20260.0
374,2.1896,102.2501,205.0,0.8306487928,2.1441972577334196,24680.0
375,2.7258,101.9424,176.0,0.6643221702,2.274554632653649,26493.0
376,3.8126,103.3256,154.0,0.564070517,1.8276150614985753,27302.0
377,4.5921,101.0901,202.0,0.8878344051,1.9568085312855894,22752.0
378,6.4449,100.2048,197.0,1.038755602,2.0219872187457035,18965.0
379,5.4141,100.3288,158.0,0.6712567907,2.0801824754065206,23538.0
